id	sent	text
2814	1.0	От @autumn_Schelle ☀️ 1 Нравилось как звучит у Майки имя если прочитать по буквам 2 Вообще с 13г, этот акк год 3 Ме… https://t.co/l0tnPUM6V1
547	1.0	Доброе утро ☀️
75	1.0	RT @asurepin: @tchizh999 ☀️❤️ Где свет - там жизнь! Радость, ты и сама Свет!❤️
662	1.0	доброе утро ☀️ https://t.co/1UkY9audiS
2207	1.0	Доброе утро☀️🌿
2412	1.0	)Молодец,маэстро!☀️ https://t.co/9GYa74guNa
3377	1.0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
2792	1.0	#ЯкутияЕдетвСочи ☀️  Осталось всего 14 дней до самого грандиозного и масштабного события молодёжи всего мира! 💃🏻🕺🏻… https://t.co/Utp7SEC7nI
3580	1.0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
3182	1.0	Безграничное счастье ☀️ https://t.co/EMDExBjAuz
346	1.0	Где проведёте медовый месяц? / Он: / - В горах. / Она: / - На море. /  / Значит... Сочи! ☀️.. https://t.co/NYp53e8d19
2121	1.0	Яркого солнца вам в ленту, друзья☀️ 2 дня стоит солнце без туч, ура! Sharing sun vibes💥 • #sun #beach #travelling… https://t.co/iDghl1VNgx
3712	1.0	Нам бы ещё немного тёплой осени, хотя бы  на пару дней 🍂 ☀️ https://t.co/TVxFLxhXuC
1307	1.0	Пару лет назад погода была получше ☀️ https://t.co/Cvr9Ya4eGr
1532	1.0	Обожаю такую погоду, которая сейчас стоит на улице☀️
1908	1.0	@gavrilova_dashu Чудесных снов, солнце 💙🌈☀️
367	1.0	Кто любит в будни отдыхать? Мы! #шашлыки #отдых #четверг #relax☀️ #едаааа😋 https://t.co/19MQEDLip2
1505	1.0	День начинается в 5 утра когда сроки поджимают 💻✏️📐☀️😬
1287	1.0	RT @_nazeru: @diskopipiska РоССиЯЯ*~#%РАй на земЛЕ🇷🇺🇷🇺⭐️⭐️☀️💥🌊🌌🎊
189	1.0	Приятного осеннего дня🍁☀️🍁☀️🍁☀️🍁 https://t.co/WzN1jzmqj6
3904	1.0	Восславь Солнце🔥☀️
3545	1.0	"Всегда найдётся человек , который сфоткать тебя с парнем и выложит с надписью ""Любовь "" 😅👌🎈☀️🌛💖"
1240	1.0	на остановке видела безумно милую и красивую девушку, ее бы в кино снимать☀️
2179	1.0	RT @tatyanamilano20: 🍁утро))☀️ https://t.co/jrBtZzUG77
1848	1.0	RT @OlimpPark: Одолела осенняя хандра?😞Мы знаем,как её лечить!😋🎉Каждое воскресенье в 12:00 для всех желающих - увлекательные игры на ролика…
3029	1.0	@sivan_ms @_2borntodie3_ @Kill_Me_Blade @_Tauriel_dreams @lumpiiiiiiiii @sharyham @Nestea48 @cookie_7e @LanaReMi… https://t.co/HU17wRywol
59	1.0	Единственное что я хочу вернуть , так это лето☀️
678	1.0	Доброе утро,солнышки ☀️💕✨💋 Надеюсь выспались 😇одевайтесь теплее🐰пейте больше чая ☕️🍫удачи в школе🌚 https://t.co/D9qC9Qb0vn
1758	1.0	@corgi300 утра, солнышко ☀️ хорошего дня тебе 🌺
3725	1.0	Знакомьтесь – Nixon (Никита Чернейко) Самый солнечный резидент нашей студии☀️☀️☀️ #sdjnixon… https://t.co/BhVDjcKLYk
3657	1.0	@Vash_Upiter блииииин. самое хорошее за день!  (не забудь мне отсыпать. спасибо.☀️)
2833	1.0	что творит рифма животворящая )))))))) кнут из розг ... благо дл нашего маразма всё сгодится теперь всё может быть.... ЛЕГКО 😚☀️
635	1.0	Доброе утро ☀️ https://t.co/Be65BRaF9E
610	1.0	доброе утро ☀️
358	1.0	RT @MahiMarianna: Пусть осень радует во всех проявлениях!🍁 Всем доброе утро и отличного дня!😊☀️ https://t.co/YjHyTaDH2x
539	1.0	Именно такую погоду осенью я обожаю ☕️🍂☀️ https://t.co/atkXHKLm51
3528	1.0	RT @Nata27Best: Осеннее солнце.🍁☀️🍁 https://t.co/idUmOriW9R
715	1.0	RT @btwnyounme: @reallygooodgirl хороших снов!!!☀️🐥
1412	1.0	я видела сегодня ☀️ https://t.co/sE59jThTlV
617	1.0	Всем бодрого утра и здоровых привычек!🍏 Как настроение?☀️ #новаяфабриказвезд https://t.co/UJ7yNqoRvR
277	1.0	Всем доброе утро!☀️ https://t.co/DFKyXU1N0K
362	1.0	#ДарвинВидео Внимание! Видео-вопрос одной из игр весенне-летнего сезона 2017 года 🙌🏼 ☀️ в Darvin… https://t.co/nYsCYBmAhc
1754	1.0	@kaktochek Поздравляю, ты молодец 🌸☀️🍁
1923	1.0	С 🎉#днемМузыки,Любимые❤️@SSKupidon💋@makkuha😘@lominskiy☀️@shansontv🎬@NSvarovskay🎤@djvetrov🎧@djkaverina🌹@stranafm🎙… https://t.co/cz8CTSSfNc
234	1.0	☀️ Демократия для чайников. https://t.co/L6PCW3kHaJ с помощью @YouTube
1722	1.0	"☀️🌴 • #кипр 🎭 _atria_music_  представляет серию культурных мероприятий: 🎫27 октября: БАЛЕТ ""… https://t.co/HayOatdEQs"
2969	1.0	Доброе утро люди добрые ☀️ https://t.co/Xz9VTUfRWf
3214	1.0	Накоооонеееццц тооо СОЛНЦЕЕЕЕ ☀️🔥  PS... На треню https://t.co/6PIJL5d7k6
1580	1.0	Жизнь всего одна, но мы этого никогда не сможем понять до конца, мы думаем что она бесконечная и занимаемся хуйней какой то ☀️
330	1.0	Өглөөний мэнд  🌼☀️🌼☀️
3713	1.0	-Доброе утро. ☀️💞🍀 https://t.co/uSjpB9MejT
3554	1.0	RT @sgushenka13: хороших снов💗 обозяюююю☀️ https://t.co/rRzf4CnpVZ
1060	1.0	Такое доброе и счастливое утро ☀️ Особенно, когда тебя с утра ждут тосты с арахисовой пастой и бананом 💛
3023	1.0	RT @sadcryofghost: @_space_food отличного дня, солнышко☀️
414	1.0	RT @prevozmogai: слава: мирон янович, окси, мироша, оксимироша, оксимирошкин. я: ☺️🌸✨☀️🌈💕💖🌠🍭🌷🙏🏻
3719	1.0	Такое солнечное и классное утро☀️😍 https://t.co/uErnRxOmR6
85	1.0	RT @G494E: Хорошее настроение!!!😘😍🍁🌺🌻🌹🌞☀️✨ https://t.co/TtTni4E4FK
3470	1.0	RT @Ambaselmaa11: Өглөөний мэнд ☀️🙏🏽 https://t.co/c2fVYYXVOx
3278	1.0	Лучший человечек , лучшее лето 🐠☀️ https://t.co/HYW7Phw9Vo
1147	1.0	Даже когда солнца нет, у меня оно есть ☀️!!! Не знаю как это происходит, но приходите - с удовольствием поделюсь💞 https://t.co/pMo0G3l3RK
897	1.0	RT @Bgmirin: @my_miracle777  Утро без улыбки - потерянное утро... Вы-хо-ди скорее же...)) Доброе утро, Ромашковна..☀️🙌🏻..))) https://t.co/X…
506	1.0	маленькое яркое чудное солнышко 💘💘💘☀️☀️☀️☀️ https://t.co/FbELRWxqV0
3016	1.0	@It__your__dream @LilGalagher @TakeMeHome_TMH1 @harryinlove02 @yoursmileor @annie_kisl @Misishoran_69 @poooolly1… https://t.co/NlGiHw1SiI
734	1.0	RT @Q_imaginative_Q: Нет ничего приятнее ,чем слышать любимый голос,когда вы так далеко друг от друга  ☀️
3139	1.0	Эволюция : 8,9,10,11 классы 😘 А это человек , который меня поддерживал на протяжении этих лет 😊 и ему сегодня 18❗️💋… https://t.co/I2VR3LfTmN
488	1.0	Я так давно не видела его настолько счастливым и искренним *___* Он правда сиял ☀️ И ненакрашенный~ 😄 И все равно н… https://t.co/00amlxrW8t
2870	1.0	Дамы подобрели - лето вернулось 😁🤣🙃😊☀️ #кофе #осень #волгоград
3639	1.0	@dead_m27 С твои днём, солнышко ♥️☀️
747	1.0	Взаимная☀️👄 #НaйтлúcФолловитФейлúc  #ФловерсСосетВИнст
3408	1.0	@ksenia_potter1 Доброе ☀️
1292	1.0	Доброе утро, лент 🌺☀️
891	1.0	От солнышка @NePonatna_di ☀️ #ЭстафетаОтОблачка ☁️ https://t.co/fsBIDijovH
489	1.0	Из осени в лето 💥💥💥☀️☀️☀️☀️ ! Встречай Ингушетия!!!)) @ Magas Airport https://t.co/QVwvOisl0e
442	1.0	RT @asurepin: ☀️❤️@tchizh999 🍁💋...💋...💋.................. Радость Любимая, Доброго дня! https://t.co/gqsjCB4VbE
2050	1.0	RT @danstkirs: Доброго субботнего утра, мои любимые фолловеры!💋🐱🐱🐱🌳🌻🌺🍀🌹🍁🌷🌞☀️🌟✨ https://t.co/K4xgevXgfG
2803	1.0	Наслаждайтесь солнечными осенними лучиками вместе с Минолитой 🍁☀️😃 https://t.co/3UFf43DhHk
3239	1.0	Только Единорог делает девушке подарок, а платит за него - она 🙌✨☀️
563	1.0	RT @roshchin_a: Утра лента☀️  Удачного дня💛  Я верю в вас🦄 https://t.co/rbHnZc5D6q
1813	1.0	Доброе утро☺️😂🙄☀️ без неё никуда 😅💓 https://t.co/y7FTZ303Aq
2384	1.0	в общем я хочу быть джином и исполнять мечты людей 🙏🏻😌 очень приятно что благодаря тебе люди становятся счастливей ☀️
3845	1.0	RT @tanya_believe: доброе утро лента.прекрасного и позитивного вам дня ☀️🌸 https://t.co/kexblXkDTe
1600	1.0	Наверное, у меня всегда будет лето, потому что ты- мое ☀️
2157	1.0	Доброе утро!😌☀️🙏🏻 Встречаем новый, прекрасный день! И празднуем замечательные праздники, о… https://t.co/zFt2Qh6XdI
1291	1.0	@AnastasiyaMBLG @MisterNobody110 @SwagSugi @Chiminni_Pabo @AleksiaRei @Coffee_16 @_TaeTae4D_ @1knamo_na @2meetoff… https://t.co/hRSG3ibnnL
297	1.0	RT @mikio1322: @mint_winston доброе ☀️
476	1.0	На улице теплота 😌☀️
2353	1.0	RT @sad_gray: @ohahmmm 💛А-ахуительная💛В-восхитительная💛И-идеальная💛☀️Л-лучезарная☀️💛И-ибать какая кр0сивая💛О-очаровательная💛
2633	1.0	Доброе утречко ☀️ https://t.co/Y6YvgM8s8M
3515	1.0	Наконец то я отдохну🙆🏽🌝☀️ https://t.co/zfOMJTNLiQ
2166	1.0	RT @sgushenka13: утра☀️ https://t.co/0ONYehXWYL
2044	1.0	RT @tatyanamilano20: 🍁утро))☀️ https://t.co/jrBtZzUG77
3791	1.0	RT @YourKostroma: Учимся умываться ☀️ https://t.co/ospXNmgIgk
266	1.0	@honeyooops Доброе, динозаврик ☀️
3117	1.0	@Djeihunbek @87letsgopens87 -)))) пошёл я на балкон -))) Друзья мои. А там - плюнуть через левое плечо или на палец… https://t.co/PJnF4qOVMT
1090	1.0	RT @danstkirs: Добрый вечер @44Chelovek 😉🍁☀️🌷🐹🐱🦋 https://t.co/73uu80Eaxq
2961	1.0	Сегодня у моего папы самый жаркий День Рождения, сейчас по коктейлю и загорать☀️
564	1.0	RT @OliviaKroth: @irina3529 @grei012 @sold701 @KremlinRussia @PutinRF Здравствуйте ☀️💫 Владимир Путин - Аркадий Ротенберг https://t.co/qivQ…
746	1.0	RT @Alisa550055: ☀️🌺 Все, что нас окружает, когда то казалось волшебной мечтою 🌺☀️ https://t.co/L6wslcGkcK
3535	1.0	"Смотрю "" Сверхъестественное ""!!! Абажаю его ❤😘😍✨💋🍫☀️🌙"
3656	1.0	@Marrta_Johnson Твое предложение☀️ https://t.co/pZ95OYEpfg
914	1.0	@dvai89 Но внутри себя всегда нужно иметь ☀️
2997	1.0	ПРОСЫПАЕМСЯ!!!;)))☀️☀️☀️☀️🤗🤗🤗🤗😉😉😉😉😀😀😀😀😄😄😄😄😃😃😃😃👍🏻👍🏻👍🏻✌🏻 https://t.co/ZscG6kx7K6
677	1.0	RT @lilyanikolaeva: Кто нибудь хочет в безвизовую страну с 6.11 по 19.11 на неделю? Проездом в Мск и Спб 🛩 Море, пляж, отдых 🏄🏻‍♀️🌊☀️ https…
2026	1.0	@WolfhardMyLove Не простудись!☀️
966	1.0	"""Это фиаско,братан""-вот знаете,такой сленг общения для долбаебов,живите свежими мыслями и думайте об учебе,а не тупыми словами из мемасов ☀️"
1392	1.0	Готовимся к новому дню;)🐶💋🤗☀️😘😍 https://t.co/AktkUpqcCD
548	1.0	RT @lianebo18: @_alina__little_ @acrazyperson4pm @TonFedorov @_li_ce @total_psychopat @Marla_009 @yours407 @miss_caffeinne @beautifulkeks Д…
3487	1.0	RT @Bgmirin: @mikel217 @vik_kont @my_miracle777 Заволнуем активных взад... Радуга тем, кто умеет по ней бегать  ✌🏻🎈☀️))) https://t.co/F4rL6…
2705	1.0	@julia_vilf Стараюсь х)  Ты тоже ☀️
2620	1.0	@migraine_em доброе утро🌸☀️✨
335	1.0	RT @AlferovaYulya: Нам бы ещё немного тёплой осени, хотя бы  на пару дней 🍂 ☀️ https://t.co/TVxFLxhXuC
665	1.0	RT @ermakanya: Иногда я улыбаюсь ☀️ https://t.co/hbKJDYUQbJ
2913	1.0	RT @Bgmirin: Бунтарь ☀️ https://t.co/Ls9MPFEWC3
43	1.0	С Днем рождения, Син~на 💕💎👑 Продолжай радовать эри своими прекрасными песнями и оставайся всегда таким солнышком ☀️… https://t.co/FT4J4iz9vG
455	1.0	Взгляни на меня☀️🐰 https://t.co/S8OW1nJyDl
2401	1.0	Мое солнце ☀️ #MYJIN #MYLOVEJIN @BTS_twt #BEHEALTHYJIN https://t.co/wax86p5zf8
2799	1.0	Обожаю приключения! Добыть пропуск, забраться на корабль!!! Мммм!!!! 😁🙌✨☀️💛 https://t.co/6xmue9wjwf
1228	1.0	RT @lola_minions: котики, помогите вывести #ЛолаСосетВИнсту   очень вас люблю❤️ благодаря вам моя жизнь становится краше ☀️ https://t.co/O5…
3884	1.0	Доброе Утро ☀️😃🌞 https://t.co/Bqe7Iu9vRy
3689	1.0	Как же я благодарна всем этим волшебным событиям в жизни🙏🏽☀️
3401	1.0	RT @YourKostroma: Доброе утро люди добрые ☀️ https://t.co/ugAgvMtdRs
557	1.0	@alexeevaalice  С днём рождения, красоточка ☀️⛅️
1461	1.0	@Yuki32101970 @ta_tae_taehyung @LipsDodo @oegdin @exo_onelove @wine_motusuchka @NastiaKimBTS @Kim15Nastasya… https://t.co/tqwGP9hppL
3671	1.0	@TadashiLifeless Какая прелесть  💕💕💕 Спасибо,солнце ☀️
2519	1.0	Доброе утро.🌞😃☀️ Сейчас буду собираться на английский, сегодня диктант https://t.co/YIHY4TCl6x
1005	1.0	Утра. Желаю всем всего хорошего сегодня ☀️ https://t.co/O7fCLbTUYK
2096	1.0	@_princejin_ @a_Anisa_788 @ease_v @gerty_shan @yoonnigi @solnce_twt @erikaclaf @crazyprincess_i @KeyAdderlay… https://t.co/E7E92RmWoz
204	1.0	RT @ageyp: @Vikity281280 Сладенького утра!;)))☀️☀️☀️☀️🤗🤗🤗🤗😄😄😄😄😃😃😃😃😉😉😉😉😁😁😁😁💐💐💐💐 https://t.co/BGCaoFPMrG
21	1.0	Юля😋красивая очень,милая😻волосы😊 красивые безумно😽в11 классе☀️❤️удачи — Спасибо ☺️ https://t.co/Nonm18XVa1
2481	1.0	RT @ageyp: ВСЕМ ЧУДЕСНОГО УТРА!!!;)))☀️☀️☀️☀️🤗🤗🤗🤗💐💐💐💐 https://t.co/vkqgyYBUe6
1650	1.0	А я счастлива 🌊☀️ https://t.co/NROvX5kgia
1917	1.0	Сегодня поняла, что очень соскучилась по летним дням с @azanova_99 ☀️😌
3194	1.0	RT @rozoksen: @RoZmro @gucci Доброе утро- это когда просыпаешься в объятиях @faceguccigang ☀️♥️
74	1.0	RT @danstkirs: Доброго субботнего утра, мои любимые фолловеры!💋🐱🐱🐱🌳🌻🌺🍀🌹🍁🌷🌞☀️🌟✨ https://t.co/K4xgevXgfG
2170	1.0	RT @ahyenyy: @salordious спокойной ночи лорд☀️
196	1.0	☀️❤️@tchizh999 🍁💋💋💋 Солнце Любимое, береги себя, не реагируй на глупости и пустоту! Доброго дня тебе и отличного на… https://t.co/qKkhrXSt2z
2664	1.0	🇻🇳 Нячанг 2017 🌊 🌴 ☀️ пляж на севере города https://t.co/uPrXfyQLt1
3391	1.0	RT @MahiMarianna: Всем отличного настроения!🍁☀️ https://t.co/2SOks53VDn
2487	1.0	В твоих глазах - я горю☀️ В моих глазах - ты потухаешь 🌥️
3017	1.0	@KiddaNaiomi Доброе☀️☀️
1271	1.0	@Sd56477866 Как лучик😻☀️
2921	1.0	@AlexRestr АААААААААААААА ПХАХХА КОННЕКТИЩЕЕЕЕ🎉🖤☀️
3098	1.0	Доброе утро☀️
1293	1.0	Красавица @bmnnasd ,с Днём рождения☺️☀️
3019	1.0	доброе утро☀️  хорошего настроения и много улыбок сегодня !!!!💗
3690	1.0	@mh100810 ))Самая верная -это моя Мотя-15 лет живёт на подоконнике !☀️😂 https://t.co/66uAXTKcWp
1225	1.0	@qam_ibr07 @_Hanna04 @ReallyCody @polina_jpeg @stydia170511 @1DValeryR5 @_stidiya23_ @_LAYDEN__ @k_ponomareva_7… https://t.co/pHVH8PiFws
2475	1.0	Вера☀️. Надежда🌿.  Любовь❤️. https://t.co/yAwuWidpYg
1964	1.0	RT @pianistkawlw: @LanaFom @Lenyavochka @fomenkosit @zhuchenya2015 @Ygsip @vovagkh @fishka134 @ASlavasevskaja Светулечка,благодарю за настр…
3492	1.0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
51	1.0	@stydiashipper14 @TWF_Erica_Reyes @hales_girl_ @_LAYDEN__ @ananasik_Lidki @ansellass @teenshiper @serialoman44… https://t.co/00gQvarSS8
2221	1.0	RT @sgushenka13: утра☀️ https://t.co/0ONYehXWYL
642	1.0	#Kayitdisi #songuloden Зейнеп Таноз 😍😌☀️ 3 серия https://t.co/3InIOPdqjp
1621	1.0	от @J_Hope_sun ☀️ 1. Украина, Киев 2. бтс - юнги, ехо - чанёль 3. все? 4. на данный момент spring day 5. токкэби https://t.co/tEKzuIZq90
3237	1.0	Лето море жара ☀️🌊🌴
1379	1.0	Доброе ,мое солнышко ☀️ Прекрасного ,не трудного дня тебе 💙💙 https://t.co/mccCZAAZL5
556	1.0	@nosochek___ @KKrchaya @monbbClanX @JuliaYugay7 @kuryas_back @NailiyaSweet @HUISOSOK @PillowSuga @kpop_tapoke… https://t.co/cOl1Fam2xl
1595	1.0	Нашла неопубликованное из начала сентября) почти из лета ☀️ / Решила в октябре устроить себе марафон.. https://t.co/dRZaVlBJoR
1566	1.0	RT @Nata27Best: Осеннее солнце.🍁☀️🍁 https://t.co/idUmOriW9R
3666	1.0	Доброе утро ☀️ https://t.co/kuYpjy7Sse
1715	1.0	#ДарвинИгра#ВесеннеЛетнийсезон Весенне-летняя серия игр 2017 ☀️ в Darvin Club™ 🤓✌️️ #darvinclub… https://t.co/wiTFBzQI25
3304	1.0	RT @zavadskaya9: Отвезите меня к моему солнышку☀️
2593	1.0	RT @chinesegovno: @Pasiphean доброе утро и удачного дня ☀️
3267	1.0	╰❥Женщина – огонь! ☀️ Супер эмоциональное исполнение песни под гармонь!
967	1.0	Прекрасного дня вам. ☀️
3896	1.0	@AvgustReykh Утро☀️
2280	1.0	как все успеть 💆🏻 доброе утро ☀️
2738	1.0	Лучик солнца ☀️ https://t.co/GRe9HxY8Zk
2056	1.0	RT @danstkirs: Доброго субботнего утра, мои любимые фолловеры!💋🐱🐱🐱🌳🌻🌺🍀🌹🍁🌷🌞☀️🌟✨ https://t.co/K4xgevXgfG
3544	1.0	Подруга сказала, что я очень изменилась и стала намного добрее, я ответила, что это благодаря твиттеру☀️.  Я вас люблю❤️.
3310	1.0	Доброе утро ☀️ #Питер!  Когда вышел работы попить кофе :) @… https://t.co/BsZI5IpBJx
2692	1.0	сегодня в дэрэбню 💔☀️ классножеее
1507	1.0	RT @Ambaselmaa11: Өөртөө хожимдсон ухаарал мэт хандахаа боль. Амттай хоол ид. Наранд алх. Эелдэг бай. Өөр цаг хугацаа гэж бхгүй-Keanu Reeve…
3499	1.0	RT @shipperstydia_: Солнышко ☀️ #MTVEMA #NominateLouisTomlinson https://t.co/Sp4R8NTh58
2584	1.0	Ммм, сейчас бы проснуться от того , что ревешь во сне                        Доброе утро ☀️
516	1.0	@moriarty_dasha  С днём рождения, солнышко 😍☀️❤️ https://t.co/xwIvhDlvxN
2982	1.0	Чудесной Пятницы, мой герой!!! Люблю тебя, сын!!! ❤️❤️❤️❤️❤️❤️❤️☝🏻️✌🏻️☀️ https://t.co/3hdVBdUrct
3613	1.0	RT @eclaire_chik: мой лучик солнца ☀️💛 https://t.co/N9XPHDnWgH
155	1.0	RT @ros9HipPer: @LoginovaNata4 ☺️😉Вызываем хорошую погоду🌞☀️😘😋 https://t.co/PlRfnHWNRK
1602	1.0	@safronova04 @lesh_ik *БЕГАЕТ ПО ТВОИМ РУЧКАМ* Я ПОСТАРАЮСЬ 💗☀️💗
1447	1.0	доброе утро☀️ сегодня опять 3 октября https://t.co/n4pQLRaJQ5
1184	1.0	RT @haritonowagalya: Спокойствие, только спокойствие.☀️🍁☀️🌼☀️🍁 https://t.co/GnH5PcRYnf
3431	1.0	RT @Bgmirin: @mikel217 @vik_kont @my_miracle777 Заволнуем активных взад... Радуга тем, кто умеет по ней бегать  ✌🏻🎈☀️))) https://t.co/F4rL6…
3302	1.0	RT @YourKostroma: Доброе утро люди добрые ☀️ https://t.co/ugAgvMtdRs
920	1.0	RT @Bgmirin: @my_miracle777  Утро без улыбки - потерянное утро... Вы-хо-ди скорее же...)) Доброе утро, Ромашковна..☀️🙌🏻..))) https://t.co/X…
1809	1.0	@Balchugova03 доброе утро и удачного дня💓☀️
1727	1.0	RT @OlimpPark: Одолела осенняя хандра?😞Мы знаем,как её лечить!😋🎉Каждое воскресенье в 12:00 для всех желающих - увлекательные игры на ролика…
1450	1.0	RT @chvrr_rr: @savemeeee19 прекрасного дня ☀️🍀❤️
2560	1.0	RT @milianniaoniks: @survivorple добрый день ☀️
573	1.0	@lianebo18 @blue_night17 @BelOpasn @_li_ce @let_your_self @RoraAver @Ananas_Kir_ @JustBadDude @_nightlover_ @b_lacksta_r Спасибо, и тебе ☀️
2326	1.0	@hldmedun все равно ты ☀️
2466	1.0	мои ☀️☀️ https://t.co/OR1myC6Mri
1851	1.0	RT @mikio1322: @Fantaziya_psixa и тебе ☀️
695	1.0	RT @panoff_m: Пляж Пуэрто Чикама – место, где рождаются самые длинные в мире волны...🌊🌊🌊☀️👍😉🐻⚓️ https://t.co/nKJUPBQZnx
2848	1.0	@NatalyaRadkowa @kvito4ka8 Привет,Наташа!Доброго дня!😊☀️ https://t.co/aJOcuK0WhJ
3551	1.0	RT @Nata27Best: Осеннее солнце.🍁☀️🍁 https://t.co/idUmOriW9R
1674	1.0	RT @dilanstidiaZM: ~Добрый день, пончики☀️ https://t.co/C6irdZRMFE
2534	1.0	@marrykum @liudmilka1 @Tokareva_Ana @LudMila040362 @YaaTanya @MarAlexandrova @SandraU20 @JaUchilka @novikovayka Чуд… https://t.co/N8LWhaC4e2
3383	1.0	Доброе утро ☀️🍁 Как в старые добрые времена с утра еду в универ 🙌🏼 https://t.co/vCauzZPg8z
989	1.0	@sectoralnaya1 Доброго рыжего Утра!!!😉👍🐻⚓️☀️🍁🍁🍁 https://t.co/l8eK2G1HXH
2277	1.0	не всегда бывает хорошо ☀️ и не всегда бывает плохо 🌧 👐🏽
3226	1.0	Осень с ☀️ просто прекрасна. Воздух-то какой https://t.co/HkZG6EJbV2
44	1.0	План мероприятий на эти выходные в парках • ☀️СОЛНЕЧНЫЙ ОСТРОВ☀️ ----7 октября---- 10.00-11.00… https://t.co/FUKvxjzedf
2502	1.0	тетя на отдыхе, присылает фотографии из солнечного Вьетнама 🌴☀️🌊 friendship goals 👯 @NadyaTen https://t.co/Q0WZOQgCDD
2322	1.0	Люблю я эти дни походов по салонам красоты 💕☀️
1537	1.0	Доброе утро ☀️ https://t.co/lo6s1yFpIB
232	1.0	@Sosok_Guka @Nastya_Pak96 @tony051997 @JC6A3H3gvUtGOsd @orange_mint_ami @sana_rainbow @KimDoshik @Madam_Lie_… https://t.co/G9E5UeUSFU
3371	1.0	с днем рождения, @cloudy_carrot 💖 всего самого наилучшего✨много любви и исполнения всех мечт☀️
1268	1.0	RT @pianistkawlw: @zhuchenya2015 @K2644 @reka714 @dvm_Moscow @shimp93 @5007003 @b_bratstvoBron @moraru2017 Добрейшего Вторника мудрой Елену…
168	1.0	Главное в любой ситуации улыбайся☀️ https://t.co/ZW0hJM4Ioj
163	1.0	@my_miracle777 Даже стало интересно, а был ли хоть один день, чтобы мы туда не ходили ?))) йоу ✌🏻☀️✌🏻 https://t.co/hKsaBJaTKK
781	1.0	Скинула в инсту - не понравилось как там смотрится , залила в твиттер тут ей место 😂😂😂 Lady in black 🖤☀️ https://t.co/3QU1tye4d3
1553	1.0	@polina_15_15 Солнышко☀️
3161	1.0	@CrazyZ_Queen @Spasite_mena @wghtlsn @bitch__twt @damnbiscuits @tiffani_twt @__Konstigt_ @ananas_nanasik… https://t.co/HOHbETqZrj
2259	1.0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
3218	1.0	I liked a @YouTube video https://t.co/mNmi0T35Ff ╰❥Женщина – огонь! ☀️ Супер эмоциональное
1030	1.0	RT @ResidentRostov: Доброго ростовского. ☀️ https://t.co/yOtSvB0vLE
1617	1.0	А мы встречаем закат на море 🌊🌅 . . . . #weekend ☀️💋#балтика #море #зеленоградск #watercolour… https://t.co/LP149mOACv
