id	sent	text
119	0.0	движение транспорта в москве будет ограничено из-за дня без автомобиля
120	0.0	ребенок пострадал в результате столкновения иномарок в москве
121	0.0	ну, типа такое в новых играх на приставках редко есть честный fullhd, обычно разрешение меньше.
122	1.0	юмор, лучшее решение проблем)) улыбайтесь, господа, улыбайтесь!!)
125	2.0	 жутко жалко диск и похуй на машину
126	0.0	 а до моих обнимашек с паскалем 17!!!!!!!!!!!!!!!!!
127	0.0	в 666 твите вызову стану
129	0.0	скорее бы 1,5 года прошли.
132	1.0	спасибо тебе большущее *-*
133	1.0	 кстати! диана мне сегодня милейший подарок подарилаа? спасиибо 
134	0.0	 до нового года осталось 100 дней.
135	2.0	у акул иммунитет к раку, у улитки 25000 зубов, а у собак есть локти. вот и усните теперь с этим.
136	0.0	ну что, день рождения начался интересно))) - 1000р за лишний кружочек по москве. надо попробовать сегодня не думать о работе вообще!
137	2.0	подходящий вечер, чтобы подумать об одинокой старости и смерти в окружении кошек
138	0.0	только случай мешает человеку злоречивому стать злодеем.
141	0.0	ах, ты об этом… мне на игровой fullhd параллельно. телек хочется с fullhd. чтоб было.
142	0.0	 ночи с:
144	0.0	очень символично.недействующая редакция гк у меня сегодня от дождя размокла и читать ее уже невозможно.тайный знак купить новую редакцию
145	2.0	 с такой, вряд ли уснешь...
146	0.0	вот теперь я точно спать устала, очень за сегодня
148	0.0	 зачем толстый? большой-вот правильное слово!
149	1.0	первый концерт в организации которого я приняла посильное участие. счастье)) 
150	1.0	 веселитесь там за всех!:) в москве +9 и дождь весь день:(
151	1.0	 я тоже тебя люблю
153	0.0	пока, до завтра\(^-^)/
154	0.0	байкал с автоулучшением.
155	0.0	вот она, звезда ютуба и тви) 
157	1.0	боюсь представить, что творит маша малиновская, приезжая в день города на малую родину :)
158	1.0	ура)я дома)а теперь спаать
160	2.0	очередная писанина о прошлом. обидно что это никто не прочитает.так и будет валяться в заметках планшета. поделиться не с кем. я одинока с:
161	1.0	да что вы знаете о похотливых кисках?!!! 
163	0.0	какими б вы ни были сильными..не расставайтесь с любимыми..
164	1.0	желаю тебе скорее выписаться,незнакомец??
165	0.0	фуфуфу, как я отвратителен, когда зол.
166	0.0	даже не знаю, где они были……
168	2.0	еще раз пускали, пидоры
169	0.0	стив балмер обнародовал главную ошибку компании microsoft
170	2.0	киви киви бла бла хочу киви лалала
173	1.0	надо оправдывать свое звание?
175	1.0	 у меня теперь в жизни только шк и аниме 
176	1.0	 тем более;)
177	2.0	я сейчас минут десять пыталась подключить его,но меня каждый раз выкидывает
178	0.0	еще год назад я не знала, что это такое - просидеть в интернете до 2 ночи. сейчас просидеть до 5 утра - норма
179	1.0	я собрал 47 060 золотых монет! кто из вас сможет больше? #android, #androidgames, #gameinsight
181	0.0	там жэ местное должно быть, оно не хуже
183	2.0	 у них появился секс, а у тебя нет!
185	0.0	хм... вот это уже нарушение закона о полиции. такое бывает. но если сам идешь, то силу не применяют обычно.
186	0.0	 снов :3
187	2.0	сегодня вечер уныния, печали и пива. думаю, что это бы оценила и поддержала
188	1.0	домоой!!! сегодня!!!))) еее!!!
189	2.0	а вот наблюдать за тем,как какая-то телка делает ему эротический массаж..было на грани мазохизма
190	1.0	видимо,мне придется рюкзак одевать не на спину,а на живот. ибо если он будет на спине,люди сзади меня убьют:-)
192	0.0	 гуф умер. для меня. мир.
193	0.0	ну нет, нагулялся.
194	2.0	иногда, когда мне уже кажется, что более блядских фоток быть не может, я смотрю свои новости и понимаю: нет, может
196	2.0	да
197	2.0	только один ребенок из 20 рождается в день, рассчитанный доктором.
199	0.0	ох этот шерлок
201	1.0	мне понравилось видеореклама против курения. прикол)))) ржачно
202	1.0	я баальниик???
203	1.0	 ахах) нет :d
204	0.0	завершено задание ''ох и тяжелая эта работа...'' в игре ''история кошек'' #ipad, #ipadgames, #gameinsight
206	0.0	старина коен! happy b2u!!!!!!!!!!!!!!!!!!!!! живем!!! эхх... 
207	0.0	просто иначе никак :о воду брать,вещи брать,я вообще хочу складной стул даже взять! оо
210	1.0	всем спокойной ночи и сладких снов
211	1.0	мои мальчики любимые:3 
212	2.0	вот спросили меня, как я поживаю. отвечаю-нормально. а внутри дыра, словно детектор, реагирует на ложь и будто еще больше становится.
213	0.0	 да,я требую фотку!
214	2.0	еще один повод плакать.нечего не хочу .....
215	0.0	пора спатушки, ребятушки. © руди
216	2.0	у нас появилось много начинающих дабберов, которые верят в то, что у них хорошо выходит петь :(
218	0.0	я спать
219	1.0	я спросил, будет ли)) и ничего не требовал)
221	2.0	какой уебок придумал заправлять одеяло в пододеяльник? сгори в аду, сволочь &lt;3
223	1.0	 у меня сегодня появился котик! ура! 
224	1.0	 а первый эпизод вытягивается за счет дарта мола)
225	1.0	боже!!! у меня сейчас был такой выход эмоциям!!!! я ревела от счастья!! не плакала,а именно ревела..слов нет,чтобы описать,что творится..
226	2.0	 да шо ты говоришь, болезный? зырь сюда, ничтожество! 
227	2.0	в этом проблема вашего поколения — вы все зациклены на ярлыках!
228	1.0	сегодня день рождения у нашего дорогого пожелаем ему дальнейших творческих успехов! )))… 
229	0.0	я прошел квест 'собрать материалы...' в the tribez на #ipad. а ты сможешь пройти его? #ipadgames, #gameinsight
230	2.0	слезы нервы любовь
232	0.0	из той же серии 
233	0.0	 конечно. смотрелао
234	2.0	а ведь давно и периодически были попытки именно из ксобчак сделать главного оппа. сейчас новая попытка.
235	1.0	 спасибо большое
236	0.0	в клубе земфира- кайф
237	2.0	 вообще-то это ты первый написал.
238	2.0	 ага, блять, даже не проводили !
239	1.0	какие же всё-таки mapbox молодцы, очень крутой проект и очень крутая sdk для айос. а человек, её разрабатывающий, будет на y…
240	2.0	 -я посмотрела на худых телок и не хочу теперь есть. - посмотри на немых.
242	2.0	 за всю ночь там бы мясо от костей отошло.
243	0.0	так, а что там ещё за история с венчанием путина? этот день с точки зрения новостей прошёл мимо меня
244	1.0	моя фамилия князь. на учебе всех называют по фамилии, а меня по имени.
245	0.0	 депутаты предлагают объединить полисы осаго и каско
246	1.0	клево!;)
247	1.0	пока с сестрой собирали вещи в чемодан для отпуска,решили перебрать весь шкаф,пока прилив сил такой был))ии...ненужных шмоток - 8 пакетов!!!
248	2.0	игнор теперь означает понты, а что было бы, если бы я ответила? 
249	0.0	у меня готов грузовик, я всё вам отправлю. (tt.tt) #instantfollowback
250	0.0	иногда я беру свой телефон и заманиваюсь им, потом вспоминаю его цену и... нет.
251	2.0	если поменять местами руководство лагеря и академии наук то заключенные сильно проиграли бы, а наука получила возможность для расцвета
252	1.0	“ есть 2 часа на сон...поставила tommy lee - i need you на повтор...обожаю эту песню...столько чувственности
253	2.0	моя жена гонит меня спать
254	0.0	я никогда не думала, что в интернете я буду писать так много о нем же. точнее, об его отсутсвии;))
255	0.0	опыт работы и наличие костюма приветствуется.
257	0.0	в кирове посмотрят бесплатно на луну в телескопы в день равноденствия #followback
258	1.0	да,я знаю,я очень пошлый:з
259	0.0	 давай завтра и пересечемся
260	2.0	я охрипла
262	0.0	надо будет прочитать мангумобильная маргаритка
263	0.0	оно неверно
264	1.0	а друзья все рождаются и рождаются, аы
265	0.0	бабушкавыиграла 2 миллиона рублей!
266	2.0	подожди подожди, мне похуй
267	2.0	приходится спать где попало ;( [pic] — 
268	1.0	 с утра не забанил - весь день свободен :)))
270	0.0	спокойной ночи, линта :*
271	0.0	таможенный союз захватывает кавказ: решение армении присоединиться к единому экономическому пространству россии, белоруссии и казахст...
272	0.0	таможенный союз захватывает кавказ: решение армении присоединиться к единому экономическому пространству росси... 
273	2.0	ну тогда ты неправильно ответил, а у меня чуть инфаркт не случился
274	1.0	я обезумела до безумия, просто до безумия без ума с:
275	2.0	штоо??? ты трусы носишь???? офигел, да?это моя фишка
278	1.0	 хорошие девочки в субботу сидят в тви;)
280	1.0	 че-то мало человек ждет;)))))))
281	0.0	 лукашенко назвал уралкалий банкротом
282	2.0	кашель одалел(
283	0.0	я пошла спать
284	0.0	британская фирма keating supercars представила спорткар keating bolt, который ...
285	2.0	я не могу понять кого мне больше любить!
286	0.0	чудовищный день. спасибо моим девочкам,что вытащили меня в люди. и спасибо сестренке братьев за душевный разговор. алко успокаивает)
287	1.0	хе-хе! глазированный сырок! хд
288	1.0	всем спокойной ночи
289	1.0	усилок не жалко!????? иха!? (по традиции звучит песнядорога к храмустаса михайлова) @ china town caf? 
290	0.0	будь осторожен в обращении с людьми, главное - никаких смешных заискиваний.
291	2.0	разница между оптимистом и пессимистом: оптимист, поиграв сам с собой в шахматы, обычно радуется, что выиграл, а пессимист — переживает, что
292	0.0	про хауса вроде даже неплохо, остальные не стал запускать.
293	0.0	когда я скажу беги...беги
294	2.0	 печально. пусть кто-то зацелует бобоку!
295	0.0	осень пора хандры, и только мудрые находят в ней романтику
296	2.0	 вы позор движения -- хамство и агрессия не наши методы.
297	0.0	последние новости о задержанных вместе с кубом сторонников навального нарушение порядка, сопрот…
298	0.0	-ну, по крайней мере, у тебя будет твоя гордость!
299	0.0	зачемведомостизаимствуют paywall у nyt и ft?
300	1.0	ахахахах, сча еще парочку))
301	1.0	оставили дома одну.. думала, сделаю начерталку.. сижу, баха играю) счаастливая)
302	1.0	 поверь снято криво, там очеень много моментов упущено и вообще не озвучено)
304	1.0	-эта команда сейчас летала, но вы не умеете летать -..мы будем красиво по полу ползать. / b.i. тебя даже чувством юмора отпадным наделили!
307	2.0	 не ругаюсь в соцсетях матом, но тут кроме, какохуеть, другого слова не подберёшь..
308	0.0	у вас же их много, на другой сходи
309	2.0	чёрт, хочуу : |
310	1.0	“ я могу ему бесплатно такую у таксиста сваривать.” хахахаха
311	0.0	 где блять геншер со совими стихами???
312	2.0	я водолей по гороскопу, поэтому требую разговоров только по делу. но я-то водолей.
313	1.0	ребят! обещаннаяку-ку, ёпта!нарезка из поездки в америку! :d 
314	2.0	 вот вот.... вообще все перекрыто
315	1.0	 я больше таю от маленьких щенков, например) но это не мешает мне любить всех животных и кошек в том числе)
316	2.0	надоел этот дождь .-.
318	2.0	не страшно, если ты один. страшно, если ты ноль.
319	1.0	 месть розовой годзиллы :) 
320	0.0	мой музыкальный вкус начал воспитывать французский мсм, продолжило британское мтв, ну а далее - игорь.
322	0.0	 лучшее место москвы для молодежи и старше — это без возражений у маст чекин.
323	0.0	вскрыть человека в общее не проблема!
325	1.0	как я была счастлива, когда увидела это! водный мир офигенный фильм! #waterworld #la #universalpark 
326	0.0	стивен хокинг изложил собственную теорию бессмертия: на этой неделе 71-летний авторкраткой истории временивыступил в поддержку пр...
327	0.0	кароч снов.
328	0.0	 не знаю
330	1.0	потихоньку привыкает :-] помыла меня хд 
337	1.0	сон....и ночь суббота не про меня разбираю фотки сижу:-)
338	1.0	песня run joey run в исполнении glee cast офигенна!!!!!!
339	1.0	ну вроде бы да, ну так чтож, не жить совсем... давайте жить потихоньку)
340	0.0	 ржу, не могу молчать!
341	0.0	спасибо, и тебе :3
342	0.0	 почему??
344	1.0	 надеюсь не из-за увиденного, а из-за мыслей хдд хотя одно другому не мешает хдд
348	1.0	с днем рождения :) удачи, вдохновения и ,конечно, хоккея :))
349	0.0	 на месте язык учить быстрее
350	0.0	сумасшедший день. спать. наконец-то.
352	1.0	приветствую! это правильное решение) 
353	1.0	 аа....ахаахаа))))
354	0.0	 ты где ща?
355	0.0	потрясающие слова!!! когда видишь то, о чем читаешь - это магия. к сожалению, тупых все больше. к сожалению, они... 
356	1.0	как не просчитаться в дизайне комнаты для сына ;) #дизайн #комната #ремонт #комнатадлямальчика
357	2.0	 но это же не национализм!
359	1.0	аанг был хорошим отцом только для одного ребенка)))))
360	0.0	хотел написатьпрорвемся, а написалпровремся, к чему бы это?
361	2.0	ладно, сережа говорит,что его водитель все же не пьян. но мой клевал носом за рулем - это точно( еще на такой скорости, страшно было
362	2.0	мне кажется, что ты путаешь национализм и фашизм.
363	0.0	презентация книги о великом флотоводце
364	2.0	 ебать ты лох.. *лень картинку вставлятб
365	1.0	ты только моя 
366	2.0	ожесточенные столкновения проходят сразу в нескольких египетских городах.
367	2.0	даже то, в чем я 2 месяца признавалась сама себе и явно не хотела кому то рассказывать
368	0.0	да, все же он будет любить меня очень долго. почти вечность.
369	1.0	 спасибо сань) передала??
371	0.0	- господи! ну почему так много лжи, насилия, войн, смертей, разврата?! - спросили люди бога. / / - вам .. 
374	2.0	бабы, мужики это калич. они мудаки ваще
376	2.0	не знаю, как тебе помочь(
377	2.0	а сказала бы я все это жоре - она бы ко мне стала относиться как к больному человеку
378	1.0	авв фройлен :') мне так нравится имя мари, чувствую себя на все 5 трепли из 5ти 
379	0.0	если я говорю что иду спать, это значит лишь то, что я в скором времени зайду с телефона.
380	1.0	у меня замигал светильник. ну, вы представляете, что потом случилось...))
381	2.0	кстати, в конце октября же шерлок! и до сих пор никаких промо для затравки( серии они опять забавно обозвали
382	1.0	 валек всегда таким был)) сто лет его не видел.
383	0.0	 я с тобой!! я вообще думать ничо не хочу
384	0.0	мне он кстати другие вещи сказал, так что видимо всем разное говорит
385	0.0	ай джа растафарай давай брат принимай на рипит наболтай на выдохе улетай проникай промокай,кое-кто уже тут не узнал? это гомора сити два два
386	1.0	 классная рубашка :)
387	1.0	 глядишь и другие начнут повторять)
388	1.0	ждём от болельщиков великолепной поддержки, а мы постараемся порадовать результатом. вперёд, спартак!
389	0.0	и даже так 
390	0.0	 как же я хочу уже январь!
392	0.0	девушка - она как трамвай , главное в неё войти, а там уж как нибудь доедешь !
393	0.0	все. точняк, хочу посмотреть сей парк. большой?
394	1.0	семью бг с годовщиной свадьбы!!! 
395	2.0	 ты тоже по моему ушла
396	2.0	не люблю последние полчаса перед трансляцией! скучно!:) превьюки прочитаны, факты интересные уже наготове...
397	2.0	хей гай давай за любовь зажигай, тебе в универ, а мне прямо в рай... да и ты же не живой не нереальный же, и зачем моя любовь в твоём жж? 
398	2.0	фак!! сначала не ела потому-что не могла переварить теперь потому что глотать не могу...
400	1.0	не верю,что не улыбнулась)
401	2.0	просто личка-шоу.... чувак... ты мужик, тебе 23, у тебя есть работа и своя квартира. какого хуя ты ведёшь себя как 13тилетняя тп?!
402	1.0	adblock перестарался :d 
403	0.0	пойду на фильммного шума из ничего#afisha 
404	0.0	ходжес, почему ты заставляешь меня брать в руки бумажные платочки
405	0.0	dns выпустила смартфон si430 на базе intel atom #followback #sledui
406	0.0	хopoший cпocoб oтгopoдитьcя oт бoли - cocpeдoтoчитьcя нa мeлoчax. (c)
407	2.0	 это даша. даша может выпить пакет испорченного молока и ей ничего не будет. потому что её папа – депутат.
408	0.0	dns выпустила смартфон si430 на базе intel atom
409	2.0	сегодня почувствовала себя каким-то нелепым второстепенным героем фильманочь на земле
410	0.0	ну, они могут прийти, что-то немного объяснить, но основное ты сам изучаешь с:
411	1.0	??? @ у доры 
412	0.0	но это же все таки фильм
413	0.0	 скр сообщил о раскрытии убийства российского дипломата в абхазии
414	1.0	 прямо вот сейчас начинать читать или лучше на завтра оставить? )
415	2.0	ни туркестан, ни кавказ как таковые ри были не нужны. только как плацдарм для захвата персии и проливов. и ведь почти получилось((
416	1.0	(не видел этого нигде и никогда. может, напутал чего?)
418	2.0	не понимаю, как у манги может стоять жанрсёдзе, если в ней ни одной бабы.... == это блять военная академия для парней...
419	1.0	 :) и думать не надо)
420	1.0	в шкаф???есть кстати такое видео?типомиша, хватай банан медвежонка и беги в шкаф...сразу вспомнилось именно оно)))))))
422	2.0	я больше не хочу мечтать, отключите эту функцию, умоляю
423	0.0	не могу узбагоица, весь день хочу укусить кого-нибудь #мненорм
424	0.0	когда гитлер восхищался обращением сталина с генералами: «фюрер уже неоднократно говорил мне, что испытывает о... 
425	1.0	крепкий орешек 4 охуенен!
426	2.0	лучше бы вышла и твиттнула в туалете! чем выгонять из-за этого! и второй раз уже так! или блин даже третий!
427	0.0	мир?
428	0.0	мой врач дал мне шесть месяцев жизни. но когда я не заплатил по счету, он дал мне еще шесть.
429	2.0	на словах ты лев толстой, а не деле хуй простой!
430	0.0	не можем никак узбагоица !!!
431	0.0	- мои мастерские навыки помогут везде. мастерские навыкипизди всех и проходи. (с)
432	2.0	 чем будет обусловлено твое недовольство строительством? если желанием отстоять свою культуру - националист.
433	1.0	 я люблю теги
434	0.0	 мобилизировалась?)
435	0.0	если мой ребенок будет несусветным дибилом и наглым треплом, я его тоже лупить буду. пусть познаёт все тяготы жизни.
436	0.0	если человек умеет играть на каком либо музыкальным инструменте, то он автоматически превращается в моего кумира
437	0.0	ты же на кса, да? как там у вас?
439	2.0	по средам он четыре часа торчала в салоне красоты просто чтобы разузнать свежие сплетни. [o.o] #follow
440	1.0	все классно.зис ис экзайл
441	1.0	 и ни одного своего :))))
442	2.0	бля. полтретьего. чота засиделся конкретно
443	0.0	фильмдирижерхорош!
447	0.0	«динамо» — «локомотив». после матча в карасева бросили пластиковый стакан #футбол
448	0.0	так забавно. нам в твиттере удобнее переписывается, чем допустим в вк оо
449	1.0	московских пробок негасимый свет “ московские пробки =) 
450	2.0	можно. но это если брак долгий, а не если женаты полгода, а он уже налево ходит
451	0.0	любая девушка хочет парня, который волновался бы за нее, был романтичным, но и в тоже время, был как зверь, как сказал так и будет.
452	1.0	 ...и тут я посмотрел и мне вдруг стало стыдно за него хд
453	2.0	ложь во благо, то бишь для улучшения репутации и кармы - это же и не совсем ложь уже))
454	1.0	2 банки рэд була + gta v = первая бессонная ночь с моей любимой гта ??????
455	0.0	 маккейн искал рупор кремля и не ошибся
456	2.0	жабье лето. морось. мразь.(с)
457	2.0	 грустновато чего-то...
458	0.0	 не надо было ставить
460	1.0	 это зовется масштабностью...размахом)
461	0.0	а вот с нормальным детишками - пожалуйста.
462	2.0	чтобы были зубы целыми и здоровыми, не суйте нос не в свои дела
463	0.0	 как?
464	0.0	через 2 дня др :/
465	1.0	аай кевинза кадром. ахахахахахах
468	2.0	так получилось, что сегодня я ещё ничего не ела...так было некогда...хотя сейчас у меня аж кружится голова.
469	1.0	коваль в говно)) 
470	2.0	ох , уж эти логарифмы
474	0.0	заехал в боксы, уже вернулся
475	0.0	фанатично, почти без выходных проработала там около года.
476	0.0	пойду готовить завтрак, и кофе. кофе это то что нужно сейчас.
478	1.0	о, это чувство, когда на тебя смотрит он.©
479	0.0	 или шопятся или жопятся шопиться
480	1.0	 маленькие твои очень забавные! и все с характерами! как ты с ними справляешься?) 
481	0.0	 в фаланстер еще зайди
482	2.0	ну все,ну все уже сфоткали свои заставки на телефоне после обновления ios 7
483	1.0	 сегодня буду рад и победе с минимальным счётом))) просто любой!!!!!!
484	2.0	#жизнь – это #выбор или радоваться каждой мелочи, или циклиться на каждой гадости…
485	0.0	• убить себя ради мнения других людей легко, но вот убить себя ради себя — практически невозможно. л. н. толстой
486	0.0	 но грэма я все равно больше люблю!
487	2.0	 лучше всё-таки с матом 
488	0.0	мою учительницу крайне удивило, что светлана не дала нам никаких пробных заданий для подготовки
489	1.0	спасибо,ребят!! люблю вас &lt;3 
490	0.0	до нового года осталось 100 дней.
491	0.0	показалось
492	1.0	всем доброго воскресного дня! бог с вами)
495	1.0	у одного из китайцев длинные ногти и прям классный маникюр, завидую.
497	2.0	надо сочинение написать. не люблю я их.
498	2.0	 а точнее? когда? ссылку на источник?
499	1.0	#признайсятвиттерскомувлюбви
500	1.0	 не плохие ребята)
501	0.0	дифференциация видов и биотипов бруцелл: дифференциация видов и биотипов бруцелл производится преимущественно ... 
502	0.0	интересно! исследование стволовых клеток дает надежду, что органы можно регенерировать в организме пациентов: ... 
503	0.0	проснулась:///
505	0.0	 спасибо большое! изо всех сил стараемся поправится.... это вам! 
508	1.0	диета?? нет, не слышал...)) 
