id	sent	text
1348	1	"Господи,как хочу включить канье уэста ""Good life""🎧,надеть Джорданы,шорты,свободную майку и кепку,взять доску и ехать на берегу под пальмами"
3571	0	🗓️27 сентября ⚽ #ЦСКАМЮ 🏆 #ЛигаЧемпионов #UCL 🏟 #АренаЦСКА 📺 @MatchTV ⌚ 21:45 ☀️ +10° https://t.co/vZScMCz0iU
2982	0	Чудесной Пятницы, мой герой!!! Люблю тебя, сын!!! ❤️❤️❤️❤️❤️❤️❤️☝🏻️✌🏻️☀️ https://t.co/3hdVBdUrct
1230	1	Basic boy-друг🎧  Не просто охуенный трек,но еще и послание Mразу,который Томас.  доупклаб 2012  вставай  💔
672	0	Сегодняшнее утро начинается очень позитивно 😁☀️ Всем хорошего настроения, удачного и… https://t.co/QjgUAHUgZA
230	0	УТРО....;))))☀️☀️☀️☀️🤗🤗🤗🤗💐💐💐💐😍😍😍😍 https://t.co/IAU9pjXcna
3850	0	Пусть погода не очень, но настроение желаю вам солнечного ☝️🐱 ☀️👻 #ваша #singerVi #style #summertime #myflight #foreveryoung #sky #lovestory
1072	1	Өглөөний мэнд. Тэмцээндээ явлаа. Эрчтэй байна шүү. #🎧😎☺️
2516	0	моё солнышко 💛☀️ https://t.co/F8QFquSxH5
1096	1	Наконец-то купил наушники, теперь можно снова изолироватся от внешнего мира.🎧
971	1	RT @akinshinak_: люблю долгие разговоры ночами💭 люблю большие вещи🤤 люблю уютные кофейни☕️ люблю дождь🌧 люблю грустную музыку🎧 а ещё до без…
2507	0	Хоть за окном и ☀️, настроение задернуть шторы, налить горячего чая, взять вкусняшек и засесть за старым фильмом https://t.co/2hkQNwzj31
284	1	Я убью тебя нежно так. Ты на нервах, а я смеюсь. Я, наверное, тебя люблю 🎧
2446	0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
546	1	Осень становится уютнее, когда в моих руках горячий кофе, а в наушниках поет @STEPAMARSEL 😌🎧☕️
208	1	Заела🎧🎵 https://t.co/YO26PlO9AG
874	1	RT @TViUaOfficial: Такий день 🎼🎤🎧🎼🎤🎧 https://t.co/Bsn6loAq20
1517	1	Теперь без наушников не выхожу из дома🎧🎶
740	0	RT @Alisa550055: ☀️🌺 Все, что нас окружает, когда то казалось волшебной мечтою 🌺☀️ https://t.co/L6wslcGkcK
1495	1	Извилистый путь затянулся петлёй  🎧
868	1	🎧🦁 Долгожданная оттепель снесет крышу с петель. Я не мальчик,не девочка,я твой ласковый зверь
1088	1	Когда работа в кайф, то и другим хорошо. 😁 Спасибо #Роснефть 🔥 #DjRuslanNigmatullin 🎧 https://t.co/6WwhkMlJu4
1413	1	RT @TuMburuSss: ❗️MAX RT &amp; FAV❗️ Друзья, свершилось! Трек в сети 👉🏻https://t.co/egHLFunHGj Приятного прослушивания🎧 #irkrap #rap #hiphop #t…
535	1	RT @watermelon_red_: От @_Hanna04  1.Осень🍁 2.Чёрный 3.Рэй Брэдбери 4.The Weekend🎧 5.Джони Депп 6.Кролик  7.Фэнтези 8.@_Hanna04  9.Кофе с м…
918	0	@DashaTomeraas @Kim00Alexa @abnormal_kaktys @owKX4noRf81UzV2 @Madam_Lie_ @k_popershaa @Katerina099 @_CrusTuluM… https://t.co/5o0jS9qBAN
567	0	Что может быть лучше ?🙆🏼😭☀️ https://t.co/NQO1SnyCLs
677	1	Хүнийх болсон хойно чинь ойлгосоон 🎧
487	0	Крутой день, потому что такой атмосферы в нашей группе давно не было☀️
1766	0	Доброе утро!☕️🍫 Солнечного и бодрого настроения на всю неделю!☀️💪👍  У каждого из нас гигантские… https://t.co/R7X0zQG0jA
1637	0	RT @SophieBoudoir: ╭☀️╮ ѕυммєя 🔥 ╰♨️╯ ┊ ┊  ┊ ☀️🌡 🔥♨️┊ #Hot ┊     🔥 🌡♨️ ┊ 🌡#SexyFriends♨️  ┊☀️┊ ┊🌡┊ ┊♨️┊ https://t.co/59rknwUK5V
609	1	Совместка Окси с Би-2 просто разрывает меня на части, талантливые люди 🎧
1965	0	Приснись 🦄🦋🌈☀️🌸⭐️🍓🌊✨
918	1	сегодня Международный день музыки😊❤️🎧🎸🎹🎷🥁🎤
598	1	RT @Alina990809: И я потрачу на тебя свой лучший день ,и я потрачу на тебя свою лучшую ночь 🎧
1361	1	RT @petrovaforall: @sZ3eR5rOV2CBIXy Привет Попов!!!. 😊🎼🎧Доброе утро... Океан счастья тебе...🐬🐬🐬 Класс же... круто... https://t.co/alxzBkdnpl
1908	0	@gavrilova_dashu Чудесных снов, солнце 💙🌈☀️
1486	0	RT @Ambaselmaa11: Өөртөө хожимдсон ухаарал мэт хандахаа боль. Амттай хоол ид. Наранд алх. Эелдэг бай. Өөр цаг хугацаа гэж бхгүй-Keanu Reeve…
315	1	Настала пора возвращаться домой 🎧💕 https://t.co/a22dHkfJkj
3730	0	@kristqueen awww, мне очень приятно, не за что, солнце ☀️
839	1	настроение: слушать Цоя all day 🎧но достать его треки теперь, как на луну слетать🌛
1434	1	Переживу как-нибудь, переболею и все. Меня накрыло волной - мне без тебя стало хорошо...🎧
673	1	RT @Lakci7: А эту так я вообще впервые слышу😍👌🎧 #dimple  @BTS_twt #LOVE_YOURSELF #BTSinEcuador2018 #btsbestnewpop  https://t.co/xKEIGe4CCw
1444	1	Любовью чужой горят города, Извилистый путь затянулся петлей. Когда все дороги ведут в никуда, Настала пора возвращаться домой. 🎧🎶
3860	0	Осеннее солнце, горячий кофе и красивая девушка ☀️🍁💐 А есть тут люди, которые из всех времен года больше всего любя… https://t.co/cFa1Mgx8Qv
987	1	72М Поздравляю!! #DNA #BTS  #방탄소년단 #LOVE_YOURSELF承'Ее'&lt;DNA&gt; официальныйMV (http: // https://t.co/nCYmbsFBQx)… https://t.co/u7geaaRYjO
779	0	Смотрите, какое у меня есть солнечное фото! В такую погоду очень актуально ☀️ Меня окружают… https://t.co/De1WNG2q7l
1147	1	5 лучших треков этой недели по версии #ЕвроХитТоп40!🎧 1. #RobinSchulz – OK (feat. #JamesBlunt) 2. #JPCooper –... https://t.co/BgFrxjH1tL
2981	0	RT @OliviaKroth: @damka23_05 @grei012 @ZetSelena @samosudow @LarisaMovsesyan @sold701 @PlanetSob @ntomova1 @irina3529 @fadeeva9 @yursi1962…
1538	1	@DongRa61 @erneeva_r @bangtan_russia Поздравляем с победой!🏆🥇🏆🎧🎼🎊🎉✌️💞🤣 #BTSHOT100 https://t.co/BDCC26UHq4
423	1	там, где я знаю каждый твой взгляд и когда стоит промолчать, а не разжигать новый скандал 💓🎧
975	1	Плачь, плачь, танцуй, танцуй,  Беги от меня, я твои слёзы.  Зови не зови, целуй не целуй,  Беги от меня пока не поздно 🎧🎤
3219	0	RT @PollyZinovieva: Всем доброе утро☀️ *ну или уже не утро...*
1583	1	Анонс! Главный тренер ВК «Нефтяник» в прямом эфире Спорт FM📻🎧🎤📱 https://t.co/qvzTBHkZSj https://t.co/tnfMgdPl4x
2680	0	RT @danstkirs: Даже если дождик хлещет, Даже если всюду лужи Улыбнись! И станет дегче, Пусть бабайке будет хуже!!!😜😜😜😂😂😂😘🌹🌻🍁☀️ https://t.co…
2956	0	RT @MahiMarianna: Пейте чай...Обнимайте близких...Любуйтесь  яркими красками осени,принимайте ее дары...Наслаждайтесь этим чудесным утром☀️…
1431	0	Доброе утро🍀🌼☀️☀️  Хорошего дня вам и поскорее вернуться домой под одеялко☕ https://t.co/zJjUljX5Vx
1161	0	RT @Zmbklg: @sleepermoon солнышко☀️❤❤❤
2682	0	Даже если дождик хлещет, Даже если всюду лужи Улыбнись! И станет дегче, Пусть бабайке будет хуже!!!😜😜😜😂😂😂😘🌹🌻🍁☀️ https://t.co/UzTlbfLyeh
417	0	Солнышко☀️ #JOOHONEYDAY https://t.co/Yc3gMKQdib
851	1	во многом эти моменты вплотную связаны с каким-то трэком...  🎧Devil Sold His Soul – A Foreboding Sky 😭
791	1	@holy_king_bill Ой, как же классно😱💛🎧 Спасибо✨
754	0	RT @chrisgalante_: с днем рождения!!☀️ надеюсь, когда-нибудь ты сможешь сыграть в отоме с ВР-очками! https://t.co/Csx4cbOd2k
1340	0	RT @danstkirs: Народ! Что за депресняк? Где все?На главной ленте все твиты за вчера! Давайте, начинаем радоваться жизни! Всех с добрым утро…
547	0	Доброе утро ☀️
2651	0	Добрый день☀️ сегодня на улице +7 и адски холодно!🌬❄️ одевайтесь теплее котятки 🐱💛потому-что я уже хожу в свитере )… https://t.co/Px3sqa3Ml6
115	1	🎧🎵 ONE OK ROCK - We are (Japanese version) Тысячи обрывков воспоминаний.. Застынуть в моменте.. Что значит жить для… https://t.co/4OZAxHidPj
1191	1	RT @andjelika08: Эн аттыбар буолууй сэгэриэм♥️ Харысхан Мойтохонов&amp;Настя Сергучева - аттыбар 🎧 прям билигн баар состояниябар ьоптохбаи ырыа…
179	1	⏩🎵⏩🎧➖➖➖➖➖  https://t.co/pLW5Pb9xnR преко @youtube
1203	0	Добрый вечер @44Chelovek 😉🍁☀️🌷🐹🐱🦋 https://t.co/73uu80Eaxq
771	0	СЦМ-одно из мест, куда охота возвращаться снова и снова.  Позитивные эмоции до сей пор. 😍🙃☀️
684	1	°Делаю английский и тут в наушниках начинает играть 🎵Engel-Rammestein🎧
890	1	Международный день музыки🎧🎤🎸🎷🎺🎻🎹  /   / 1 октября – Межд.. https://t.co/mH4LmtXP3W
1008	0	RT @danstkirs: Как мужикам с утра не нальёшь, так целый день и нет никого. Ну давайте, по пять грамм!😊🍁😋🐱🦊🍀🍂🌞☀️💥 https://t.co/BuOspU5m1G
17	1	Не вспоминай моё имя😉💋🎧
549	1	"Слушайте песню AGAYA - ""ИГРА"" на Новом Радио Новое Радио 💥💥💥🎧🔝 #agaya #agayamusic #агая #игра https://t.co/fTURkMy8VI"
777	1	🎧 Сергей Бабкин - Але  Песня сегодняшнего вечера 😍
1430	1	Когда накуренный очень даже заходит Vince Staples – Smile 🎧🎲
3187	0	Да что за солнышко 😄☀️  #импровизация https://t.co/QBt45X7ZSv
745	1	Когда уши подустают от вкладышей, берешь закрытые наушники, удобно иметь и такие и такие, и вообще во вторых щас тепло🎧😄
1225	1	Я под кайфом 🎧🎤
250	0	Доброе утро ☀️ https://t.co/gKok8czxxd
3857	0	доброе утро лента.прекрасного и позитивного вам дня ☀️🌸 https://t.co/kexblXkDTe
524	1	"""Ты там где на тебя спрос возник  Позабыв о гордости.  Вместо цепи на шею галстук,  Вечная память моей молодости. ДА"" 🎧"
62	1	состояние редкого удовольствия от написанной песни... ах🎧🎤🎉 #костякирьянов #istarproduction… https://t.co/ewaB2HjItS
492	1	@dbrkvch Еду на работу/с работы 🎧
1046	1	RT @_belka_strelka: Доброе утро, твиттерленд! Всем удачных выходных и замечательного настроения! 😊🎼🎧🌞https://t.co/mWqUVhwXRp
427	0	RT @pianistkawlw: @LanaFom @Lenyavochka @fomenkosit @zhuchenya2015 @Ygsip @vovagkh @fishka134 @ASlavasevskaja Светулечка,благодарю за настр…
1520	0	доброе утро!☀️ https://t.co/yK0nsaOD2J
820	1	Осень создана для песен Эда Ширана 🍁🎧🎵
370	1	RT @volleyzenit: А у нас тут свежая подборка музыки из роликов #ZTV🤤  🎧➡️https://t.co/FOESlwRf4g  #ЗенитКазань https://t.co/L9AvLkjCKn
733	0	❤️☀️@tchizh999  🌜🍁💋💋💋 Радость Любимая, Доброй ночи! Красивых снов! https://t.co/Us9Qwmz7Lk
2993	0	@Nataliya_Le Доброе утро дорогая Наталия. Счастливого тебе дня. Прекрасного настроения. Моя дорогая подружка☕️☕️🍫🍰🍰… https://t.co/VQ1iG2intT
2434	0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
360	1	Чувствую, чувствую, чувствую влюбляюсь,🎧🎶 Чувствую, чувствую, чувствую влюбляюсь😍❤✨
394	1	Можно быть богатым даже если ты не обеспечен, Если рядом любимый человечек😘🎶🎧
1366	0	RT @danstkirs: Народ! Что за депресняк? Где все?На главной ленте все твиты за вчера! Давайте, начинаем радоваться жизни! Всех с добрым утро…
1974	0	побыстрей бы уже🤤☀️
419	0	@Twilljoy Я красивая!☀️
3505	0	RT @lobkoAn: @garden_horse 96% Милана  мчсница раньше была параллель ) красивая😍 общительная) Удачи☀️
2603	0	@rim_ri7 Спасибочки😘☀️💎
895	1	Выбор за тобой: Кто ты жертва или дикий зверь.🎼🎧
3142	0	Дайте солнца!☀️
3038	0	Доброе утро ☀️✨📸🦋🐳#GoodMorningWorld https://t.co/Sax4CvvGVZ
475	1	Ждём новый альбом 13 октября 🎧 https://t.co/Y8wEhsveDM-
2394	0	RT @PlayboySX: Уже начинаю скучать по лету ☀️ https://t.co/HSoiEJIXuO
1304	1	А в мире столько хорошего, не сосчитать, Люби хорошую девочку, только не блядь 😌🎧
211	1	Люди больше не услышат, наши юные, смеешные голоса😊🎤🎧🙌 https://t.co/ua6RQCkOsu
1895	0	А завтра с утра пораньше опять на работу,ммм🙄☀️
510	1	FEDUK x ПАША ТЕХНИК - ГУЧЧИ МЕЙН ВЕРНУЛСЯ К МАМЕ.mp3 #np 🎧
705	0	☀️🌴кома еда🌺🌊 https://t.co/aq31rQtabg
3178	0	Что делать на перерыве? Делать дз на свежем воздухе😄😍🍃🍂☀️ https://t.co/a2Xjzo071Y
281	1	Сени 👁👁кузингда, хар бир ✍️сузингда афсус 😰мен эмас... 🎤6 октябрь! 🎧🌷Лоладан узок кутилган 🔊янги… https://t.co/Xcno8hd2r8
2600	0	солнце моей жизни ☀️💛 https://t.co/qwtIVq9qWO
3588	0	Ну и что, что похолодало!  У нас - все еще лето ☀️  Давай, пока Мария Виноградова не спрятала свои летние платья,... https://t.co/4lVprt5OB6
3090	0	ВСЕ кто рано встаёт☀️☀️☀️ в 8:20 утра включайте канал НТВ @ntvru и смотрите.. https://t.co/llX8bNRu5n
2367	0	@Ju_Gorka Шли всех нахуй, ты прекрасна☀️
2122	0	RT @ageyp: ДОБРОГО... ДОБРОГО... ДОБРОГО ВСЕМ УТРА!!!;)))☀️☀️☀️☀️😘😘😘😘😍😍😍😍💐💐💐💐 https://t.co/nPS1Y5XHvv
1518	0	RT @pianistkawlw: @K2644 @b_bratstvoBron @dvm_Moscow @shimp93 @zhuchenya2015 @NadeNadja @reka714 @5007003 @moraru2017 Гулечка,миленькая,я н…
818	1	🎼 С Днём Музыки! 🎧  #медлайн #здороваяжизнь #медицина #медцентр #здоровье #оздоравление #лечение #medline #medcentr… https://t.co/0e6oCBu01a
976	1	RT @EuropaPlus: 5 лучших треков этой недели по версии #ЕвроХитТоп40!🎧 1. #RobinSchulz – OK (feat. #JamesBlunt) 2. #JPCooper –... https://t.…
117	1	Мой брат забрал мои наушники  Класс 🎧😒
1520	1	🎧 В 18:00 (UTC+3), включай #radioessential и слушай в нашем эфире #ChicagoHouse #GeorgiePorgie #MixShow 🔥 https://t.co/GtZxMmGjND
2721	0	RT @zmeika9: @my_miracle777 Приветик!С пятницей и...обнимашки,целовашки и кучей пожеланий разных вкусностей и люксового настроения!🍒💖☕️🌹☀️🍨…
1517	0	@safronova04 Я ТЕБЯ УЖЕ ОБНИМАЮ *С ОДЕЯЛКОМ ОБНЯЛ И ГЛАДИТ НЕЖНО ПО ПЛЕЧАМ* БАЮ БАЙЙЙ БАЮ БАЙЙЙ ПОСКОРЕЕ  ЗАСЫПАЙЙЙ ☀️
656	1	БИ-2 тоже пиздат 💕🎧
551	1	Настроение: слушать Лену Темникову.. Это вообще лечится?) Всю ночь её новый альбом ( вроде бы первый сольный ) слушала 🎧 #ленатемникова
2066	0	RT @ntllnr: Маринчик, не грусти☀️ я тебя люблюююю❤️ https://t.co/djQuU65Zcd
479	0	☀️❤️@tchizh999 🍁💋...💋...💋.................. Радость Любимая, Доброго дня! https://t.co/gqsjCB4VbE
1	1	Наверно я нашёл группу своей мечты 🎧🤙🎆
1492	1	Чек пук📺🎧🗿
3560	0	RT @Nata27Best: Осеннее солнце.🍁☀️🍁 https://t.co/idUmOriW9R
1313	0	RT @kun4eene: Завтра обещают последний солнечный день😻☀️ Кому красивые фотографии? Сохраните миг😻 Могу на завтра принять пару заказов💁🏻 896…
1680	0	@zloypolkovnik88 @v_tretyakov @lentaruofficial Мысль ясна, проворно и легка и выражена, как всегда изящно и талантлива.☀️
1217	1	RT @SuzannaNyam: Х#ӨглөөнийМэнд  🍂🍁 Гоё дуу сонсож, нойрноосоо хурдан сэрээрэй..🎧🎧🎧 Хамтдаа - Татар &amp; Маралжингоо https://t.co/ntGjLzC0fs
1082	1	Когда в ушах Grime, каждый атом моего тела выплясывает дабстэп. Невозможно передать-это сверхощущение🎧
3212	0	Счастье есть ☀️ https://t.co/j6mPuPejwL
615	1	Бегиии Оставляя следы на песке Чтобы не было связи ни с кем  Убивая красивых людей  Не остановиться  Отпусти меня  Отпусти меня...🎧
45	1	@LalaKate7 @Vary2512 @weareoneEXO Крутотень😍 А я давно так не нуждалась в кровати, чае и музыке 🎧  #KoKoBop #EXO… https://t.co/ewOChG4UDZ
368	0	Скорее бы пятница с субботой и обещанные 24 градуса тепла☀️🌈😛 Фото 👉🏽 #pavlova_anna 💛 Обувь 👉🏽 #albana_shop 👟👑… https://t.co/WuqzSKOJ3b
789	1	Мурашки по коже от песен🎧
1212	1	🎧 Там, где есть надежда, непременно есть испытания 🎧
944	1	🎧🎧🎧 / Лиам Гэллахер спел про жадную душонку и показал язык... / 🎧🎧 / Ли.. https://t.co/Fc7t5n8Zv0
869	1	Все равно, что мы не похожи, одна Музыка у нас под кожей🎧 〰 Моя команда тренеров, педагогов и… https://t.co/Tg70US7RkZ
3746	0	RT @KateKarie: @shipa87 с Днём Рождения,солнышко!☀️😘Всего тебе самого-самого замечательного🙌🏻💙
616	1	@kovalenk_nastya Добрый вечер☺Музыкальная пауза🎶🎵🎧  Наколи мне брови👀кольщик 👀 https://t.co/tzK5U0FKV4 https://t.co/hA7bKYGVyf
1310	0	Я сегодня солнышко☀️ https://t.co/jDjK9zJxyg
2200	0	Какие солнышки☀️☀️☀️☀️ #Namjoon #MinYoonGi #Jin #Hoseok #BTS #방탄소년단 https://t.co/677PiYTpkZ
2606	0	Good morning ☀️ Всем прекрасного дня 🧡 Пусть погода (если она плохая ) не влияет на ваше настроение😉 https://t.co/MXw7FEgJiz
689	0	Өглөөний мэндээ. ☀️☕️ https://t.co/WAHyYuhXkQ
3485	0	RT @Katharin_Aurora: @Dew21Lana @faithtrusthope7 @AlexaThirel @Nataliya_Le @Pavelulybkin @MarekStpie4 @CristinPereyra @Eagleeye47 @Martinet…
2062	0	@nosochek___ доброе ☀️💋 хорошо проведи этот день 😊 https://t.co/U6lu8YnolQ
3636	0	@k_ponomareva_7 Не надо в окно, достаточно просто полюбоваться))) Спасибо большое ☀️❤️
1268	0	RT @pianistkawlw: @zhuchenya2015 @K2644 @reka714 @dvm_Moscow @shimp93 @5007003 @b_bratstvoBron @moraru2017 Добрейшего Вторника мудрой Елену…
2465	0	RT @Bgmirin: @mikel217 С Праздником, Солнечная ...))) Добра тебе всегда...! ❤️☀️! https://t.co/aa5tMUEHDt
337	1	RT @volleyzenit: А у нас тут свежая подборка музыки из роликов #ZTV🤤  🎧➡️https://t.co/FOESlwRf4g  #ЗенитКазань https://t.co/L9AvLkjCKn
256	1	Рэп исполнитель #NAY работает над новым альбомом! https://t.co/iej9eNK7YM 🎤🎧👑 https://t.co/f5TQSMvDLE
283	0	RT @muz_tv: Всем бодрого утра и здоровых привычек!🍏 Как настроение?☀️ #новаяфабриказвезд https://t.co/UJ7yNqoRvR
1019	1	RT @skblifestylez: #DIGITALRAGE 💿🎸🎧🔌🎙💿  РАСПРОСТРАНЯЙТЕ ВЕЗДЕ! 📱⚡️🤩
1421	0	Народ! Что за депресняк? Где все?На главной ленте все твиты за вчера! Давайте, начинаем радоваться жизни! Всех с до… https://t.co/ArpPY9iT5R
278	1	@Poandlina @vlada_j7 Успеха и удачи новой красивой песни @dkoldun  Дмитрия Колдуна!)🎧🎤🎸😊👍
687	1	RT @dimakosmo: Моя подруга-это  💁 моя поддержка  👯 мой стимул  👭 моя помощь  💅 моя мастер маникюра  💪 сила  👒 стилист  🎧 один вкус  ⭐ звезд…
2565	0	RT @_olio___: • доброе утро 🌈☀️  • как спалось?   • хорошего дня, люблю вас 💛💫💛 https://t.co/5L9LRQUPRd
1295	1	Я влюбилась в песню Марины Диамандис Numb 😍🎵🎶🎧
667	1	Делай вопреки, делай от руки, Мир переверни, небо опрокинь🎧
2089	0	Джин сегодня прям светится весь ☀️
2354	0	@ohahmmm 💛А-ахуительная💛В-восхитительная💛И-идеальная💛☀️Л-лучезарная☀️💛И-ибать какая кр0сивая💛О-очаровательная💛
2307	0	@salordious спокойной ночи лорд☀️
2128	0	доброе утро ☀️
336	1	Ведь глубина твоей души для сердца моего словно целая вселенная 🎶🎧
269	1	Без тебя мне не летать 🎧
239	1	RT @Golynko: нравится смотреть как ты засыпаешь🎧😻
197	1	Мой мир - музыка~❤🎧
3763	0	@CRXr0iD4qw5jrY5 Как шикарно☀️❤️Спасибо 😘
563	1	Прости меня, моя любовь... на репите🎧 https://t.co/dPs8qRvjZ1
1556	1	моя заплаканная 🎧
2301	0	RT @springpanic: @heyarisen @yourmompidor @patr0nus_trash @notgodsun @hypnoticcdrugss удачного октября, красотки!!! не болейте!!! сушите ли…
954	1	🎧✨Понравился альбом https://t.co/udUuP9wIWJ
1727	0	RT @OlimpPark: Одолела осенняя хандра?😞Мы знаем,как её лечить!😋🎉Каждое воскресенье в 12:00 для всех желающих - увлекательные игры на ролика…
3518	0	RT @eclaire_chik: мой лучик солнца ☀️💛 https://t.co/N9XPHDnWgH
637	1	Но я знаю, я хуже тебя, да это навык, Тебе достался вулкан, извергающий лаву. 🎧
1386	1	Ну просто все,ну просто поздно, говорит а у самой стекают слезы🎶🎧
